name,brand,price,bang_tan_2g,bang_tan_3g,battery_capacity,battery_life,bluetooth,brand,brand_country,camera_sau,camera_truoc,cart_slot,charge_time,chip_do_hoa,chip_set,chuc_nang_khac,connect_khac,connect_nfc,cpu_speed,den_flash,dimensions,display_type,fm_radio,ghi_am,gps,ho_tro_4g,ho_tro_5g,included_accessories,is_authentic,is_warranty_applied,item_model_number,jack_headphone,kha_dung,khe_sim,loai_pin,loai_sim,luu_y,manufacturer_electronics,material,nghe_nhac,organization_address,organization_name,origin,part_number,pin_co_the_thao_roi,port_sac,product_weight,quay_phim,ram,resolution,rom,screen_size,seller_delivery_method,service_highlight_1,service_highlight_2,service_highlight_3,the_ngoai_toi_da,tinh_nang_camera,vat_taxable,video_call,warranty_form,warranty_time_period,wifi,xem_phim
Điện Thoại Xiaomi Redmi 9C 3GB/64GB - Hàng Chính Hãng,Xiaomi,2508000,,,,,"LE, A2DP, v4.2",Xiaomi,,,,,,,MediaTek Helio G35 8 nhân,,,,4 nhân 2.3 GHz & 4 nhân 1.8 GHz,,,,,,,,,"<table>
<tbody>
<tr>
<td>
<p>Điện thoại, Củ sạc, Cáp sạc, Sách hướng dẫn, khe chọc sim.</p>
</td>
</tr>
</tbody>
</table>",Có,Có,Redmi 9C,,64GB,2,,Nano Sim,,,,,,,,,,Micro USB,,,3GB,,64GB,6.53 inch,,,,,,,Có,,Hóa đơn,12,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, Wi-Fi hotspot",
Điện Thoại Samsung Galaxy A04 (3GB/32GB) - Hàng Chính Hãng,Samsung,2364000,,, 5000 mAh,, v5.0,Samsung,,,,,, IMG PowerVR GE8320, MediaTek Helio P35 8 nhân,,,, 4 nhân 2.3 GHz &amp; 4 nhân 1.8 GHz,,<p>Dài 164.4 mm - Ngang 76.3 mm - Dày 9.1 mm</p>,IPS LCD,,,,Có,,"<p>Bộ sản phẩm gồm: Hộp, Sách hướng dẫn, Cây lấy sim, Cáp Type C, Củ sạc rời đầu Type A</p>",Có,Không,SM-A045FZGDXXV, 3.5 mm,22 GB,2, Li-Po,Nano SIM,"Sản phẩm được bán bởi Antam Trading là hàng mới 100%, mới được kích hoạt bảo hành điện tử, nguyên seal chưa khui hộp, được phân phối chính hãng tại Việt Nam, có đầy đủ tem nhãn phụ của nhà phân phối theo quy định.",Samsung, Khung &amp; Mặt lưng nhựa,,,,Trung Quốc,,,Type-C,192 g,, 3 GB,HD+ (720 x 1600 pixels), 32 GB,6.5 inch,,,,,1 TB,,Có,,,, Dual-band (2.4 GHz/5 GHz)  Wi-Fi 802.11 a/b/g/n/ac  Wi-Fi Direct,
Điện Thoại OPPO A57 (4GB/128GB) - Hàng Chính Hãng ,OPPO,4632000,,,,,5.3,OPPO,,,,,,,tối đa 2.3GHz,,,,LCD,,,LCD,,,,,,,Có,Có,A57,3.5MM,128GB,2,,Nano,,,,,,,,,,Type-C,187g,,,,,6.56 inch,,,,,,,Có,,Điện tử,1,"2.4G/5G, 802.11 a/b/g/n/ac",
Điện thoại Realme C30s (2G/32G) - Hàng chính hãng,Realme,2490000,,,,,,Realme,,,,,,,,,,,,,,,,,,,,,,Không,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,,,,
Điện thoại Samsung Galaxy Z Flip3 5G (8GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,Samsung,20000000,,,,, A2DP  LE  v5.1,Samsung,,,,,,,,,,,"1 nhân 2.84 GHz, 3 nhân 2.42 GHz & 4 nhân 1.8 GHz",,<p>Dài 166 mm - Ngang 72.2 mm - Dày 6.9 mm - Nặng 183 g</p>, Dynamic AMOLED 2X,,,,,,"<p>Hộp, Sách hướng dẫn, Cây lấy sim, Cáp Type C </p>",Có,Có,,,110 GB,,, 1 Nano SIM & 1 eSIM,,,Khung nhôm & Mặt lưng kính cường lực,,,,,,, Type-C,183 g,,,,,,,,,,,,Có,,Hóa đơn,12,,
Điện thoại C55 (6G/128G) - Hàng chính hãng,Realme,4990000,,,,,,Realme,,,,,,,,,,,,,,,,,,,,,Có,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Điện tử,12,,
Điện thoại Xiaomi Redmi A1 (2G/32G) - Hàng chính hãng,Xiaomi,2190000,,,,,,Xiaomi,,,,,,,,,,,,,,,,,,,,,Có,Không,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,,,,
Điện thoại di động Samsung A34 (8G/256G) - Hàng Chính Hãng - Đã kích hoạt BH điện tử,Samsung,7990000,,,5000,nguyên khối,v5.3,Samsung,Hàn Quốc,,,Micro SD,,Mali-G68 MC4,MediaTek Dimensity 1080 8 nhân,,"OTG, NFC",,2.6 GHz,có,<p>Dài 161.3 mm - Ngang 78.1 mm - Dày 8.2 mm</p>,Super AMOLED,,có,GLONASS  GPS  GALILEO  QZSS  BEIDOU,có,có,<p>full box</p>,Có,Có,A34,có,256,2,Li-Po,Nano,,Samsung, Khung &amp; Mặt lưng nhựa, M4A  AAC  Midi  MP3  FLAC  OGG  WAV,Samsung Việt Nam,Samsung Việt Nam,Hàn Quốc / Indonesia / Việt Nam,,nguyên khối,Type C,Nặng 199 g,full HD,8Gb,1080 x 2408 (FHD+),"128GB, 256GB",6.6 inch,,,,,1TB,,Có,có,Điện tử,1,Dual-band (2.4 GHz/5 GHz)  Wi-Fi hotspot  Wi-Fi Direct  Wi-Fi 802.11 a/b/g/n/ac  Wi-Fi MIMO, 3GP  AVI  MP4  FLV  MKV
Điện thoại Samsung Galaxy A03 32GB Xanh - Hàng Chính Hãng,Samsung,3500000,,,5000 mAh,,Có,Samsung,,,,,,,,,,,,,,PLS LCD,,,Có,Có,,,Có,Có,A03 (SM-A035F/DS),3.5 mm,32,2,,Nano SIM,,Samsung,,,,,Việt Nam,,,Micro USB,,Có,3GB,HD+ (720 x 1600 pixels),32GB,6.5 inch,Nhà bán giao hàng cho khách hàng,,,,,,Có,,Hóa đơn,12,Có,
Điện thoại Samsung Galaxy Z Flip3 5G (8GB/256GB) - Hàng chính hãng,Samsung,20000000,,,,,v5.1,Samsung,,,,,,,Snapdragon 888 8 nhân,,"NFC, OTG",,"1 nhân 2.84 GHz, 3 nhân 2.4 GHz &amp; 4 nhân 1.8 GHz",,,Dynamic AMOLED 2X,,,,,,,Có,Có,,Type-C,218.8 GB,2,Li-Po,1 Nano SIM &amp; 1 eSIM,,,Khung nhôm và Mặt lưng kính cường lực,,,,,,,Type-C,183 g,,,,,6.7 inch,,,,,,,Có,,Điện tử,1,Wi-Fi Direct  Dual-band (2.4 GHz/5 GHz)  Wi-Fi hotspot  Wi-Fi 802.11 a/b/g/n/ac/ax,
Điện thoại Xiaomi Redmi 10C (4 +128) Xám - Hàng Chính Hãng (chỉ giao HN và một số khu vực),Xiaomi,3468000,,,,,,Xiaomi,Trung Quốc,,,,,,,,,,,,,,,,,,,,Có,Có,Redmi 10c,,,,,,,,,,,,Trung Quốc,,,,,,,,,,Nhà bán giao hàng cho khách hàng,,,,,,,,Điện tử,1,,
Điện Thoại OPPO A57 (4GB/64GB) - Hàng Chính Hãng ,OPPO,4284000,,,,,5.3,OPPO,,,,,,,Helio G35,,,,tối đa 2.3GHz,,,LCD,,,,,,,Có,Có,A57,3.5MM,64GB,2,,Nano SIM,,,,,,,,,,Type-C,187g,,,,,,,,,,,,Có,,Điện tử,1,"2.4G/5G, 802.11 a/b/g/n/ac",
Điện thoại Samsung Galaxy S23 Plus 8GB/512GB Tím - Hàng chính hãng,Samsung,28000000,,,,,v5.3,Samsung,,,,,,,Snapdragon 8 Gen 2 Mobile Platform,"Mở khoá khuôn mặt, Mở khoá vân tay dưới màn hình",,,Octa-core (8 nhân),,,Màn hình phẳng FHD+,,,,,,,Có,Có,S23+ (S916),,512GB,,,Nano,,,Khung nhôm &amp; Mặt lưng kính cường lực,,,,,,,Type-C,,,,Full HD+ (1080 x 2340 Pixels),,,Nhà bán giao hàng cho khách hàng,,,,,,Có,,Điện tử,1,"6 GHz, Dual-band (2.4 GHz/5 GHz), Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi Direct",
Điện thoại Xiaomi Redmi 10A (2GB/32GB) - Hàng Chính Hãng,Xiaomi,2556000,,,,,"A2DP,  LE,  v5.0",Xiaomi,,,, MicroSD,,,MediaTek Helio G25,"Chặn cuộc gọi,  Cử chỉ thông minh,  Mở rộng bộ nhớ RAM, Trợ lý ảo Google Assistant","BDS,  GLONASS,  GPS",,4 nhân 2.0 GHz &amp; 4 nhân 1.5 GHz,,<p>Dài 164.9 mm - Ngang 77 mm - Dày 9 mm</p>, IPS LCD,,,,,,"<p>Bộ sản phẩm gồm: Hộp, Sách hướng dẫn, Cây lấy sim, Củ sạc rời đầu Type A, Cáp microUSB</p>",Có,Có,Redmi 10A,3.5mm,28 GB,2,Li-Po,Nano SIM,,,Khung và Mặt lưng nhựa,,,,,,,Micro USB,194 g,,,HD+ (720 x 1600 pixels),,6.53 inch,,,,,Tối đa 1 TB,,Có,,Hóa đơn,12,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct,  Wi-Fi hotspot",
Điện thoại Samsung Galaxy S23 8GB/128GB Xanh lục - Hàng chính hãng,Samsung,23491000,,,,,v5.3,Samsung,,,,,,,Snapdragon 8 Gen 2 Mobile Platform,"Mở khoá khuôn mặt, Mở khoá vân tay dưới màn hình",,,Octa-core (8 nhân),,,Màn hình phẳng FHD+,,,,,,,Có,Có,S911,,128GB,,,Nano,,,Khung nhôm &amp; Mặt lưng kính cường lực,,,,,,,Type-C,,,,Full HD+ (1080 x 2340 Pixels),,,Nhà bán giao hàng cho khách hàng,,,,,,Có,,Điện tử,1,"6 GHz, Dual-band (2.4 GHz/5 GHz), Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi Direct",
Điện thoại Samsung Galaxy S23 Plus 8GB/512GB Kem - Hàng chính hãng,Samsung,28000000,,,,,v5.3,Samsung,,,,,,,Snapdragon 8 Gen 2 Mobile Platform,"Mở khoá khuôn mặt, Mở khoá vân tay dưới màn hình",,,Octa-core (8 nhân),,,Màn hình phẳng FHD+,,,,,,,Có,Có,S23+ (S916),,512GB,,,Nano,,,Khung nhôm &amp; Mặt lưng kính cường lực,,,,,,,Type-C,,,,Full HD+ (1080 x 2340 Pixels),,,Nhà bán giao hàng cho khách hàng,,,,,,Có,,Điện tử,1,"6 GHz, Dual-band (2.4 GHz/5 GHz), Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi Direct",
Điện thoại Samsung Galaxy Z Flip4 5G (8GB/128GB) - Hàng chính hãng,Samsung,20250000,,,,,v5.2,Samsung,,,,,,,Snapdragon 8+ Gen 1 8 nhân,,,,"1 nhân 3.18 GHz, 3 nhân 2.7 GHz và 4 nhân 2 GHz",,,"Chính: Dynamic AMOLED 2X, Phụ: Super AMOLED",,,,,,,Có,Có,SM-F721,USB-C,,2,,1 Nano SIM và 1 eSIM,,,Khung nhôm và Mặt lưng kính cường lực,,,,,,,USB-C,187 g,,,,,6.7 inch,,,,,,,Có,,Điện tử,1,Wi-Fi MIMO  Dual-band (2.4 GHz/5 GHz) Wi-Fi 802.11 a/b/g/n/ac/ax 6 GHz,
Điện thoại OPPO A57 (4 GB/128 GB) - Hàng chính hãng,OPPO,4632000,,,5000 mAh,,v5.3,OPPO,,,,,,,MediaTek Helio G35,, OTG,,,,<p>Dài 163.74 mm - Ngang 75.03 mm - Dày 7.99 mm - Nặng 187 g</p>,IPS LCD,,,,,,"<p>Hộp, Sách hướng dẫn, Cây lấy sim, Ốp lưng, Cáp Type C, Củ sạc nhanh rời đầu Type A</p>",Có,Có,,3.5 mm,,2, Li-Po,Nano SIM,,, Khung nhựa &amp; Mặt lưng thuỷ tinh hữu cơ,FLAC  OGG  MP3  Midi,,,,,, Type-C,187 g,,4 GB,,128 GB,,Nhà bán giao hàng cho khách hàng,,,,1 TB,,Có,,Điện tử,1,,
Điện thoại Samsung Galaxy Z Flip4 5G (8 GB/256 GB) - Hàng chính hãng,Samsung,22200000,,,,,,Samsung,,,,,,,,,,,,,,,,,,,,"<p>Hộp, Sách hướng dẫn, Cây lấy sim, Cáp Type C</p>",Có,Có,,,,,,,,,,,,,,,,,,,,,,,Nhà bán giao hàng cho khách hàng,,,,,,Có,,Điện tử,1,,
Điện Thoại Samsung A03 3GB/32GB - Hàng Chính Hãng,Samsung,3500000,,,,,A2DP  LE  v5.0,Samsung,,,, MicroSD,,,Unisoc T606 8 nhân,,,,8 nhân 1.6 GHz,,<p>Dài 164.2 mm - Ngang 75.9 mm - Dày 9.1 mm - Nặng 196 g</p>, PLS LCD,,,,,,"<p>Bộ sản phẩm bao gồm: Thân máy, sạc, cáp dữ liệu, tài liệu hướng dẫn, dụng cụ lấy sim.</p>",Có,Có,A03 3GB/32GB, 3.5 mm,,2,Li-Po,Nano SIM,,,Khung &amp; Mặt lưng nhựa,,,,,, Nguyên khối,Micro USB,196g,,2GB,HD+ (720 x 1600 pixels),32GB,6.5 inch,,,,,Tối đa 1 TB,,Có,,Hóa đơn,12,Wi-Fi 802.11 b/g/n  Wi-Fi Direct  Wi-Fi hotspot,
Điện thoại Samsung Galaxy S23 Plus 256GB - Hàng chính hãng,Samsung,26990000,,,,,Có,Samsung,,,,Không,,,Snapdragon 8 Gen 2,Chống nước,,,Adreno 740,,,Dynamic AMOLED 2X,,,,,,,Có,Có,SamSung S22 Plus 256GB,Type-C,,,Li-Ion,Nano,,,,,,,,,,Type-C,195 gr,,,1080 x 2408 (FHD+),,6.6 inch,,,,,,,Có,,Điện tử,12,Có,
Điện thoại Samsung Galaxy Z Flip 4 5G 256GB Vàng - Hàng chính hãng,Samsung,20915000,,,,,,Samsung,,,,,,,,,,,,,,,,,,,,,Có,Có,F721,,,,,,,Samsung,,,,,Việt Nam,,,,,,,,,,Nhà bán giao hàng cho khách hàng,,,,,,Có,,Điện tử,1,,
Điện thoại Samsung Galaxy S23 Plus 8GB/256GB Đen - Hàng chính hãng,Samsung,25000000,,,,,v5.3,Samsung,,,,,,,Snapdragon 8 Gen 2 Mobile Platform,"Mở khoá khuôn mặt, Mở khoá vân tay dưới màn hình",,,Octa-core (8 nhân),,,Màn hình phẳng FHD+,,,,,,,Có,Có,S23+ (S916),,256GB,,,Nano,,,Khung nhôm &amp; Mặt lưng kính cường lực,,,,,,,Type-C,,,,Full HD+ (1080 x 2340 Pixels),,,Nhà bán giao hàng cho khách hàng,,,,,,Có,,Điện tử,1,"6 GHz, Dual-band (2.4 GHz/5 GHz), Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi Direct",
Điện thoại Samsung Galaxy A33 (5G) A336 (6 GB/128 GB)- Hàng chính hãng,Samsung,7000000,,,5000 mAh,, A2DP  LE  v5.1,Samsung,Hàn Quốc,,,MicroSD,,Mali-G68,Exynos 1280 8 nhân,,,,2 nhân 2.4 GHz &amp; 6 nhân 2 GHz, Có,, Super AMOLED,," Ghi âm cuộc gọi, Ghi âm mặc định", GLONASS  BEIDOU  QZSS  GALILEO,,Có,"Hộp, Sách hướng dẫn, Cây lấy sim, Cáp Type C",Có,Có,, Type-C,102 GB,2, Li-Po,2 Nano SIM (SIM 2 chung khe thẻ nhớ),,, Khung &amp; Mặt lưng nhựa, AAC  AMR  FLAC  Midi  MP3  OGG,,,Hàn Quốc,,,Type-C,,,6 GB,,128 GB,,Nhà bán giao hàng cho khách hàng,,,,"MicroSD, hỗ trợ tối đa 1 TB",,,,Hóa đơn,12,"Dual-band (2.4 GHz/5 GHz) , Wi-Fi 802.11 a/b/g/n/ac , Wi-Fi Direct , Wi-Fi hotspot",
Điện thoại Xiaomi Redmi 10A (2GB/32GB) - Hàng chính hãng,Xiaomi,2556000,,,,,v5.0,Xiaomi,Trung Quốc,,,,,, MediaTek Helio G25 8 nhân,,,,,,,,,,,,,,Có,Có,,,64GB,2,,,,,,,,,,,,,,,2GB,,32GB,,,,,,,,Có,,Điện tử,1,Wi-Fi 802.11 b/g/n  Wi-Fi Direct  Wi-Fi hotspot,
Điện thoại Samsung Galaxy Z Flip3 5G (8GB/256GB) - Hàng chính hãng,Samsung,20000000,,,,," A2DP,  LE,  v5.2",Samsung,,,,,,, Snapdragon 888 8 nhân,,,,"1 nhân 2.84 GHz, 3 nhân 2.4 GHz &amp; 4 nhân 1.8 GHz",,<p>Dài 166 mm - Ngang 72.2 mm - Dày 6.9 mm - Nặng 183 g</p>,Dynamic AMOLED 2X,,,,,,,Có,Có,Flip3,,256GB,, Li-Po, 1 Nano SIM &amp; 1 eSIM,,, Khung nhôm &amp; Mặt lưng kính cường lực,,,,,,, Type-C,183 g,,,,,,Nhà bán giao hàng cho khách hàng,,,,,,Có,,Hóa đơn,12," Dual-band (2.4 GHz/5 GHz),  Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi Direct, Wi-Fi hotspot",
Điện thoại OPPO A57 (4GB/64GB) - Hàng chính hãng,OPPO,4284000,,,5000 mAh,, v5.3,OPPO,Trung Quốc,,,MicroSD,, IMG PowerVR GE8320,MediaTek Helio G35 8 nhân,, OTG,, IMG PowerVR GE8320,Có,, IPS LCD,," Ghi âm mặc định, Ghi âm cuộc gọi", GPS  GLONASS  BDS  GALILEO  QZSS,,,"Cáp Type C, Củ sạc nhanh rời đầu Type A, Cây lấy sim, Hộp, Sách hướng dẫn, Ốp lưng",Có,Có,, 3.5 mm,50 GB,2, Li-Po, 2 Nano SIM,,,Khung nhựa &amp; Mặt lưng thuỷ tinh hữu cơ,,,,Trung Quốc,,, Type-C,Nặng 187 g,, 4 GB,, 64 GB,6.56 inch,Nhà bán giao hàng cho khách hàng,,,,"MicroSD, hỗ trợ tối đa 1 TB",,,,Điện tử,1," Wi-Fi 802.11 a/b/g/n/ac , Wi-Fi Direct , Wi-Fi hotspot , Dual-band (2.4 GHz/5 GHz)",
Điện thoại Xiaomi Redmi 10C 4GB/128GB Xanh Dương - Hàng Chính Hãng,Xiaomi,3468000,,,5000 mAh,,có,Xiaomi,Trung Quốc,,,,,,Snapdragon 680 8 nhân,,,,4 nhân 2.4 GHz &amp; 4 nhân 1.9 GHz,,, IPS LCD,,có,,có,,,Có,Có,REDMI10C, 3.5 mm,128gb,2, Li-Ion,Nano,,,,có,,,Trung Quốc,,, Type-C,189g,có,4gb,HD+ (720 x 1600 pixels),128gb,6.7 inch,Nhà bán giao hàng cho khách hàng,,,,,,Có,có,Hóa đơn,12,có,có
Điện thoại OPPO A55 4GB/64GB Đen- Hàng Chính Hãng,OPPO,3912000,,,5000mAh,,5.0,OPPO,,,, MicroSD,,,"Helio G35, tối đa 2.3GHz",,,,,,,LCD,,,Có,Có,,<p>Hộp</p>,Có,Có,A55 (CPH2325),3.5 mm,64GB,2, Li-Po,Nano SIM,,,,Có,,,Trung Quốc,,, Type-C,193 gr,Có,4 GB,HD+ (700 x 1600 pixels),64 GB,6.5 inch,Nhà bán giao hàng cho khách hàng,,,,hỗ trợ tối đa 256 GB,Có,Có,Có,Hóa đơn,12,"2.4G/5G, 802.11 a/b/g/n/ac",Có
Điện thoại Samsung Galaxy A03 3+32GB Xanh - Hàng Chính Hãng,Samsung,3500000,,,,,,Samsung,Việt Nam,,,,,,,,,,,,,,,,,,,,Có,Có,A03,,,,,,,,,,,,Việt Nam,,,,,,,,,,Nhà bán giao hàng cho khách hàng,,,,,,,,Hóa đơn,12,,
Điện thoại Samsung Galaxy Z Flip4 5G (8GB/256GB) - Hàng chính hãng,Samsung,22200000,,,,,v5.2,Samsung,,,,,,,Snapdragon 8+ Gen 1 8 nhân,,,,"1 nhân 3.18 GHz, 3 nhân 2.7 GHz &amp; 4 nhân 2 GHz",,,"Chính: Dynamic AMOLED 2X, Phụ: Super AMOLED",,,,,,,Có,Có,SM-F721,USB-C,,2,Li-Po,1 Nano SIM &amp; 1 eSIM,,,Khung nhôm &amp; Mặt lưng kính cường lực,,,,,,,USB-C,187 g,,,,,6.7 inch,,,,,,,Có,,Điện tử,1,Wi-Fi MIMO  Dual-band (2.4 GHz/5 GHz) Wi-Fi 802.11 a/b/g/n/ac/ax 6 GHz,
Điện thoại Xiaomi Redmi 10A (2/32GB)  - Hàng chính hãng ,Xiaomi,2290000,,,,,,Xiaomi,Việt Nam,,,,,,,,,,,,,,,,,,,,Có,Không,,,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,
Điện Thoại Oppo A55 (4GB/64GB) - Hàng Chính Hãng,OPPO,3912000,,,,, A2DP  LE  v5.0,OPPO,,,,50 GB,,, MediaTek Helio G35 8 nhân,,,, 4 nhân 2.3 GHz & 4 nhân 1.8 GHz,,<p>Dài 163.6 mm - Ngang 75.7 mm - Dày 8.4 mm - Nặng 193 g</p>, IPS LCD,,,,,,"<p>Bộ sản phẩm gồm: Hộp, Sách hướng dẫn, Cây lấy sim, Ốp lưng, Cáp Type C, Củ sạc nhanh rời đầu Type A</p>",Có,Có,Oppo A55,3.5 mm,,2, Li-Po,Nano SIM,,, Khung & Mặt lưng nhựa,,,,,,, Type-C,Nặng 193 g,,,,,6.5 inch,,,,,,,Có,,Hóa đơn,12,,
Điện thoại Xiaomi Redmi 10C (4 +128) Xanh Dương - Hàng Chính Hãng (chỉ giao HN và một số khu vực),Xiaomi,3468000,,,,,,Xiaomi,Trung Quốc,,,,,,,,,,,,,,,,,,,,Có,Có,Redmi 10c,,,,,,,,,,,,Trung Quốc,,,,,,,,,,Nhà bán giao hàng cho khách hàng,,,,,,,,Điện tử,1,,
"ulefone Armor 24 (TIÊU CHUẨN MIL-STD-810H ,IP69K, chống nước ,chống sốc,pin 22000mah , màn hình6,78 inch, NFC, Ram24GB(12Gb+12Gb),rom 256GB)-hàng chính hãng ",Ulefone,7990000,,,,,,Ulefone,,,,,,,,,,,,,,,,,,,,,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Phiếu bảo hành,12,,
"Điện thoại Ulefone armor 22(chống nước,chống va đập, Màn hình giọt nước 6,58 inch, RAM:8GB,Rom 128GB/256GB,Thẻ nhớ microSD Lên đến 512GB, Camera kép 64MP + 64MP)- hàng chính hãng",Ulefone,5990000,,,,,,Ulefone,,,,,,,,,,,,,,,,,,,,,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Phiếu bảo hành,12,,
"Điện thoại Ulefone Power Armor 19T (Camera chụp ảnh nhiệt FLIR , RAM 17GB + ROM 256GB , Helio G99,sạc nhanh 66W,pin 9600mAh,chống nước,chống sốc)-hàng chính hãng",Ulefone,12990000,,,,,,Ulefone,,,,,,,,,,,,,,,,,,,,,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Phiếu bảo hành,12,,
"Điện thoại Xiaomi Redmi 13C (6+128GB) | 6.74"" 90Hz| Media Tek Helio G85| 5000mAh - Hàng chính hãng",Xiaomi,3090000,,,5000 mah ,,,Xiaomi,,,,,,,Helio G85,,,,,,,,,,,,,,,Có,,,,,,,,,,,,,,,,,,,6GB,,128GB,,,,,,,,Có,,Điện tử,18,,
"Điện Thoại Chắc Chắn OUKITEL WP23 PRO ( Ram 16Gb(8GB+8Gb),Rom 128GB ,Android13, Pin 10600mAh,Màn hình 6.52 ""HD + ,13MP camera Sau,chống nước,chống va đập)-hàng chính hãng",Oukitel,4990000,,,,,,Oukitel,,,,,,,,,,,,,,,,,,,,,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Phiếu bảo hành,12,,
"Điện thoại Xiaomi Redmi 10A (2GB/32GB) - Hàng chính hãng, Nguyên seal, Fullbox",Xiaomi,2556000,,,5000mAh,, A2DP  LE  v5.0,Xiaomi,Trung Quốc,,,1TB,,IMG PowerVR GE8320, MediaTek Helio G25 8 nhân,Cảm biến vân tay,,,4 nhân 2.0 GHz &amp; 4 nhân 1.5 GHz,,<p>Dài 164.9 mm - Ngang 77 mm - Dày 9 mm - Nặng 194 g</p>, IPS LCD,,,,Có,,"<p>Bộ sản phẩm gồm: Hộp, Sách hướng dẫn, Cây lấy sim, Củ sạc rời đầu Type A, Cáp microUSB</p>",Có,Có,Xiaomi Redmi 10A,3.5mm,28 GB,2,Li-Ion,Nano,,, Khung &amp; Mặt lưng nhựa,,,,Việt Nam,,, Micro USB,194 g,,2GB,HD+ (720 x 1600 pixels),32GB,6.53 inch,,,,,1TB,,,,Hóa đơn,12, Wi-Fi 802.11 b/g/n  Wi-Fi Direct  Wi-Fi hotspot,
"Điện thoại Ulefone Armor 13 (pin khủng,pin 13.200mAh, Ram 8Gb,Rom 256Gb,chống sốc,chống va đập,nội soi,tia hồng ngoại,tia lade,loa to,học online)- hàng chính hãng",Ulefone,7990000,,,,,,Ulefone,,,,,,,,,,,,,,,,,,,,,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Phiếu bảo hành,12,,
"Điện thoại Xiaomi Redmi 12 (8GB/128GB) , Helio G88 , Màn 90HZ - Hàng chính hãng",Xiaomi,4090000,,,5000 mah,,,Xiaomi,,,,,,,MediaTek Helio G88 8 nhân,,,,,,,,,,,,,,,Có,,,,,,,,,,,,,,,,,,,8GB,,128GB,,,,,,,,Có,,Điện tử,18,,
"Điện Thoại Samsung A05s 4GB/128GB , Snapdragon 680 , Sạc nhanh 25W - Hàng Chính Hãng",Samsung,3550000,,,5000 mah,,,Samsung,,,,,,,Snapdragon 680,,,,,,,,,,,,,,,Có,,,,,,,,,,,,,,,,,,,4GB,,128GB,6.7 inch,,,,,,,Có,,Điện tử,12,,
"Điện Thoại ulefone armor 21(Loa to 122dB Speaker ,pin 9600mAh,sạc nhanh 33W,Màn hình 6.58 in,camera chính 64MP,ban đêm 24MP,Ram 16Gb(8+8),rom 256Gb, điều khiển từ xa đa năng)- hàng chính hãng",Ulefone,6990000,,,,,,Ulefone,,,,,,,,,,,,,,,,,,,,,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Phiếu bảo hành,12,,
Điện Thoại Samsung Galaxy Z Flip 4 (8GB/128GB) - ĐÃ KÍCH HOẠT ĐIỆN TỬ - Hàng Chính Hãng,Samsung,22551000,,,3700,,,Samsung,,,,,,,8 nhân,,,,"3.18GHz, 2.7GHz, 2GHz",,,Dynamic AMOLED 2X,,,,,,,Có,Có,SM-F721BLVAXXV,USB Type-C,99.8,SIM Kép,,SIM 1 + Embedded SIM,,Samsung,,,,,,,,USB Type-C,187g,,8GB,,128GB,,,,,,,,Có,,Điện tử,1,,
Điện thoại Xiaomi Redmi 10C 4/128GB - Hàng chính hãng,Xiaomi,3468000,,,,,Bluetooth 5.0,Xiaomi,Việt Nam,,,microSD,,,Snapdragon 680,,,,"Octa-core CPU, up to 2.4GHz",,<p>169.59x76.56x8.29mm</p>,Dot Drop display,,,,,,<p>Redmi 10C / Bộ chuyển đổi / Cáp USB Type-C / Công cụ đẩy SIM / Hướng dẫn bắt đầu nhanh / Thẻ bảo hành</p>,Có,Có,Redmi 10C ,"Giắc cắm tai nghe 3,5 mm",,Dual SIM,(Typ) Battery,Nano,,,,,,,Việt Nam,,,USB-C,190g,,4GB,HD+ (720 x 1600 pixels),128GB,6.7 inch,,,,,1TB,,,,Hóa đơn,12,802.11a/b/g/n/ac,
"Điện thoại Xiaomi Redmi A2 MediaTek Helio G36 , Pin 5000 mAh - Hàng chính hãng",Xiaomi,1839000,,,,,,Xiaomi,,,,,,,MediaTek Helio G36,,,,,,,,,,,,,,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Điện tử,18,,
